brand_name,model_name,motor_size,years,kms_driven,mileage,owner,power,price
KTM,Duke,390.0,4,4159.0,25.0,2,42.9,190000
KTM,Duke,390.0,5,15000.0,25.0,1,42.9,105000
KTM,Duke,390.0,5,19500.0,25.0,1,42.9,175000
KTM,Duke,390.0,5,19000.0,25.0,1,42.9,150000
Royal-Enfield,Bullet,350.0,7,5000.0,37.0,1,19.8,96525
Bajaj,Avenger,150.0,5,30000.0,50.0,1,14.3,42000
TVS,Apache,310.0,3,14800.0,22.0,1,33.0,187000
Honda,CBF,125.0,9,65.0,65.0,2,11.0,14500
Honda,CBF,125.0,6,65.0,65.0,1,11.0,33500
Royal-Enfield,Bullet,350.0,14,52904.0,37.0,1,19.8,48000
TVS,Apache,180.0,3,45.0,45.0,1,17.3,78500
Bajaj,Pulsar,150.0,11,65.0,65.0,1,14.85,28000
TVS,Apache,200.0,4,40.0,40.0,1,20.7,58000
Bajaj,V15,150.0,3,1400.0,57.0,1,11.8,57000
Bajaj,V15,150.0,4,52000.0,57.0,1,11.8,38000
Royal-Enfield,Thunderbird,500.0,8,57000.0,25.0,1,27.2,111400
Hero,Karizma,223.0,8,35000.0,40.0,1,17.0,45000
Royal-Enfield,Himalayan,410.0,4,15000.0,32.0,1,24.5,145000
Bajaj,Pulsar,200.0,5,35.0,35.0,2,24.5,85000
Royal-Enfield,Classic,500.0,6,33371.0,32.0,1,27.2,127700
Bajaj,Pulsar,220.0,7,49000.0,38.0,2,21.0,50000
TVS,Apache,160.0,8,60.0,60.0,1,15.2,42000
Bajaj,Avenger,220.0,3,5720.0,53.0,1,19.0,85000
Royal-Enfield,Thunderbird,500.0,7,24000.0,25.0,2,27.2,120000
Yamaha,FZ,150.0,6,58.0,58.0,1,13.0,52400
Suzuki,Intruder,150.0,3,16272.0,0.0,1,14.6,60000
Yamaha,Gladiator,125.0,12,32539.0,64.0,1,10.8,17000
Royal-Enfield,Classic,500.0,3,8900.0,32.0,1,27.2,155400
Harley-Davidson,Street,750.0,5,4200.0,20.0,1,47.0,390000
Suzuki,Hayate,110.0,7,35112.0,69.0,1,8.3,20000
Hero,CBZ,150.0,8,40000.0,65.0,1,14.4,42000
Honda,CB,150.0,7,5000.0,60.0,1,14.0,50000
Royal-Enfield,Classic,350.0,4,20000.0,35.0,1,19.8,150000
Suzuki,Gixxer,150.0,5,45000.0,63.0,2,14.0,40000
KTM,RC,200.0,6,17000.0,35.0,1,25.0,125000
Suzuki,Gixxer,250.0,2,740.0,0.0,1,26.1,160000
Royal-Enfield,Classic,500.0,6,16896.0,32.0,1,27.2,150000
KTM,RC,200.0,6,34000.0,35.0,2,25.0,103000
Bajaj,Avenger,150.0,6,53000.0,50.0,1,14.3,47000
Royal-Enfield,Himalayan,410.0,4,11000.0,32.0,1,24.5,142500
Suzuki,Gixxer,150.0,3,11500.0,63.0,1,14.0,75000
Yamaha,YZF-R15,150.0,2,28000.0,0.0,1,18.7,129999
TVS,Apache,160.0,9,60.0,60.0,1,15.2,60000
Hero,CBZ,150.0,11,35800.0,65.0,2,14.4,16500
Bajaj,Avenger,220.0,7,30010.0,40.0,1,19.0,55000
Honda,Livo,110.0,5,5560.0,55.0,1,8.25,30999
Royal-Enfield,Thunderbird,350.0,13,40000.0,30.0,2,19.8,60000
Suzuki,Gixxer,150.0,4,70000.0,40.0,1,14.6,50000
Bajaj,Pulsar,220.0,5,2000.0,38.0,1,21.0,50000
Bajaj,Pulsar,160.0,3,13982.0,0.0,1,15.5,58416
Royal-Enfield,Thunderbird,350.0,2,140.0,0.0,1,19.8,170000
Royal-Enfield,Interceptor,650.0,2,10000.0,0.0,1,47.0,275000
TVS,Apache,200.0,2,40.0,40.0,1,20.23,114000
Yamaha,MT-15,150.0,2,1500.0,0.0,1,19.0,125000
Royal-Enfield,Interceptor,650.0,2,5389.0,0.0,1,47.0,270000
Bajaj,Pulsar,200.0,2,42.0,42.0,1,23.2,110000
Bajaj,Dominar,400.0,4,28.0,28.0,1,34.5,110000
Royal-Enfield,Classic,350.0,4,21500.0,35.0,1,19.8,120000
KTM,Duke,250.0,3,15000.0,0.0,1,29.6,139500
Royal-Enfield,Thunderbird,350.0,6,10000.0,40.0,1,19.8,85000
Royal-Enfield,Thunderbird,500.0,8,9700.0,25.0,2,27.2,95000
Royal-Enfield,Thunderbird,350.0,6,20000.0,40.0,1,19.8,70000
Honda,CBR1000RR,1000.0,11,16000.0,18.0,1,176.0,799999
KTM,Duke,200.0,7,54000.0,35.0,1,25.0,73100
Suzuki,Gixxer,150.0,5,37000.0,40.0,1,14.6,65000
KTM,Duke,250.0,3,6218.0,0.0,1,29.6,160000
Bajaj,Pulsar,200.0,5,35.0,35.0,1,24.5,85000
Harley-Davidson,Street,750.0,7,6000.0,20.0,1,47.0,391000
KTM,RC,200.0,4,13900.0,35.0,1,25.1,140000
Royal-Enfield,Bullet,350.0,16,32000.0,30.0,1,19.8,120000
KTM,RC,390.0,3,5000.0,26.0,1,42.3,200000
KTM,Duke,250.0,2,2100.0,0.0,1,29.6,200000
Bajaj,Pulsar,150.0,14,65.0,65.0,1,14.85,8500
Hyosung,GT650R,650.0,8,210.0,20.0,1,72.68,170000
Hero,Splendor,110.0,5,20290.0,55.0,1,9.3,40000
TVS,Apache,160.0,2,210.0,0.0,1,16.1,95000
TVS,Apache,200.0,4,40.0,40.0,1,20.7,72000
Honda,CB,150.0,11,60.0,60.0,2,14.0,10000
Bajaj,Pulsar,150.0,16,65.0,65.0,2,14.85,8400
Hero,CBZ,150.0,14,47000.0,65.0,1,14.4,27000
Hero,Ignitor,125.0,7,40000.0,55.0,2,11.0,22500
Royal-Enfield,Classic,350.0,3,15100.0,35.0,1,19.8,145000
KTM,Duke,200.0,3,6700.0,35.0,2,24.6,127000
Hero,CBZ,150.0,8,50000.0,65.0,1,14.4,31000
Kawasaki,ER-6n,650.0,7,25000.0,17.0,1,71.0,300000
Suzuki,Intruder,150.0,3,28000.0,0.0,1,14.6,76700
Hero,CBZ,150.0,10,42500.0,65.0,1,12.8,35000
Royal-Enfield,Bullet,350.0,5,6635.0,37.0,1,19.8,110900
Bajaj,Dominar,400.0,2,28.0,28.0,1,34.5,155000
KTM,RC,390.0,3,7000.0,26.0,1,42.3,170000
Hero,Splendor,100.0,10,32659.0,45.0,1,6.15,26950
Yamaha,YZF-R15,150.0,3,5500.0,0.0,1,18.7,110000
Yamaha,YZF-R15,150.0,3,18400.0,0.0,1,18.7,120000
Hero,Honda,100.0,10,55000.0,45.0,1,6.15,36150
Hero,Splendor,100.0,10,22365.0,45.0,1,6.15,26950
Yamaha,FZ16,150.0,11,58.0,58.0,1,13.0,30898
Yamaha,SZR,150.0,9,37000.0,0.0,1,12.0,24000
Honda,CB,150.0,6,60.0,60.0,1,14.0,45000
KTM,RC,200.0,2,3400.0,35.0,1,25.1,168400
KTM,RC,200.0,6,21000.0,35.0,3,25.0,108000
Royal-Enfield,Bullet,350.0,20,52000.0,37.0,1,19.8,100000
TVS,Apache,310.0,3,17000.0,22.0,1,33.0,185000
Hero,Hunk,150.0,8,24700.0,53.0,1,14.0,50000
Honda,CBR,250.0,9,29.0,29.0,2,26.15,37350
KTM,RC,200.0,5,20000.0,35.0,2,25.1,140000
Bajaj,CT,100.0,16,17089.0,89.0,1,8.1,10300
Royal-Enfield,Classic,350.0,6,3467.0,35.0,1,19.8,132000
Royal-Enfield,Thunderbird,350.0,2,2778.0,40.0,1,19.8,165000
TVS,Apache,160.0,2,10704.0,0.0,1,16.1,90000
KTM,Duke,390.0,3,7500.0,25.0,1,42.9,200000
KTM,Duke,390.0,3,12500.0,25.0,1,42.9,220000
Bajaj,Avenger,220.0,6,25000.0,40.0,1,19.0,41600
Kawasaki,Ninja,650.0,4,1300.0,21.0,1,67.2,499999
TVS,Sport,100.0,6,22000.0,95.0,1,7.4,24500
Hero,Xtreme,150.0,5,3200.0,55.0,1,15.6,65000
Royal-Enfield,Bullet,350.0,9,190000.0,37.0,1,19.8,98300
Royal-Enfield,Classic,350.0,2,7544.0,35.0,1,19.8,165000
KTM,RC,200.0,6,15000.0,35.0,1,25.0,120000
Royal-Enfield,Bullet,350.0,7,34000.0,37.0,1,19.8,94000
Bajaj,Pulsar,200.0,6,14807.0,40.0,1,24.2,76500
TVS,Apache,200.0,4,40.0,40.0,1,20.7,80000
Hero,Passion,110.0,3,12329.0,0.0,1,9.3,48000
Bajaj,Discover,125.0,9,15000.0,65.0,1,12.5,28000
Bajaj,Pulsar,180.0,7,20000.0,45.0,1,17.0,35000
Yamaha,FZS,150.0,3,12276.0,52.0,1,12.9,85000
Kawasaki,Z800,800.0,5,10500.0,16.0,2,111.0,610000
Hyosung,GT250R,250.0,7,5100.0,30.0,1,28.0,180500
Bajaj,Avenger,220.0,8,24000.0,40.0,1,19.0,33200
Honda,CBR,250.0,3,38.0,38.0,1,25.7,195000
Yamaha,FZS,150.0,6,58.0,58.0,1,13.0,45000
Royal-Enfield,Bullet,350.0,4,37.0,37.0,1,19.8,119000
Triumph,Street,765.0,2,750.0,20.0,1,111.0,875000
Bajaj,Pulsar,135.0,6,30000.0,64.0,1,13.0,30000
Yamaha,YZF-R15,150.0,3,1300.0,0.0,1,18.7,100000
Royal-Enfield,Classic,500.0,9,10544.0,32.0,1,27.2,119000
Suzuki,Intruder,150.0,3,7680.0,0.0,1,14.6,74000
Royal-Enfield,Thunderbird,350.0,4,19000.0,40.0,1,19.8,90000
Yamaha,Fazer,150.0,9,45.0,45.0,1,13.0,45000
TVS,Apache,200.0,3,40.0,40.0,1,20.7,90000
Bajaj,Pulsar,220.0,5,35000.0,38.0,2,21.0,50000
Royal-Enfield,Classic,500.0,5,7000.0,32.0,1,27.2,128000
Royal-Enfield,Himalayan,410.0,2,14000.0,32.0,1,24.5,195000
Bajaj,Pulsar,220.0,6,32057.0,38.0,1,21.0,40000
Honda,CBR,150.0,8,29580.0,38.0,2,18.28,51000
Suzuki,Gixxer,150.0,4,15700.0,63.0,1,14.0,66000
Royal-Enfield,Classic,350.0,4,20000.0,35.0,1,19.8,140000
Bajaj,Dominar,400.0,3,28.0,28.0,1,34.5,145000
Harley-Davidson,Street,750.0,5,27000.0,20.0,1,47.0,390000
TVS,Apache,160.0,4,60.0,60.0,1,15.2,50390
Royal-Enfield,Classic,350.0,3,12990.0,35.0,1,19.8,149000
Royal-Enfield,Classic,350.0,4,8500.0,35.0,1,19.8,135000
Bajaj,Dominar,400.0,2,28.0,28.0,1,34.5,210000
Mahindra,Centuro,110.0,7,70000.0,60.0,2,8.5,23000
Yamaha,FZ,150.0,3,58.0,58.0,1,13.0,52000
Yamaha,Fazer,150.0,10,45.0,45.0,2,13.0,25000
TVS,Apache,200.0,4,40.0,40.0,1,20.7,76600
Bajaj,Avenger,220.0,5,15000.0,53.0,1,19.0,60000
Bajaj,Avenger,220.0,5,42754.0,53.0,1,19.0,56000
Royal-Enfield,Thunderbird,350.0,6,18200.0,40.0,1,19.8,110000
Honda,CBR,150.0,7,19000.0,38.0,1,18.28,58500
Royal-Enfield,Thunderbird,350.0,11,19524.0,35.0,1,19.8,60000
Yamaha,YZF-R15,150.0,7,75000.0,42.0,1,16.7,54800
Bajaj,Pulsar,200.0,6,35.0,35.0,1,24.16,85000
KTM,RC,390.0,4,1100.0,26.0,1,42.3,230000
Harley-Davidson,Street,750.0,4,3000.0,25.0,1,70.0,500000
Royal-Enfield,Bullet,350.0,9,33000.0,37.0,2,19.8,80000
Royal-Enfield,Bullet,350.0,9,50000.0,40.0,1,19.8,78400
Royal-Enfield,Bullet,500.0,3,3500.0,25.0,1,26.1,160000
TVS,Apache,310.0,3,2800.0,22.0,1,33.0,157000
Hero,CBZ,150.0,11,56712.0,65.0,1,14.4,20000
Royal-Enfield,Himalayan,410.0,5,20171.0,32.0,1,24.5,120000
Bajaj,Pulsar,200.0,5,35.0,35.0,1,24.5,118000
Bajaj,Pulsar,150.0,6,28886.0,53.0,1,16.8,40000
Hero,CBZ,150.0,10,13421.0,65.0,3,14.4,25000
Bajaj,XCD,125.0,13,14321.0,60.0,1,9.4,17000
Honda,Dream,110.0,7,84.0,84.0,1,8.25,28000
TVS,Star,110.0,5,16000.0,85.0,1,8.2,26000
Royal-Enfield,Thunderbird,350.0,7,17200.0,40.0,1,19.8,70000
Hero,HF,100.0,4,296.0,55.0,1,6.15,40000
Royal-Enfield,Thunderbird,350.0,6,32000.0,40.0,2,19.8,79650
Royal-Enfield,Classic,350.0,3,21600.0,35.0,1,19.8,150000
Bajaj,XCD,125.0,12,90000.0,60.0,1,9.4,8700
Hero,Passion,100.0,11,17420.0,5.0,1,8.2,16500
Bajaj,Discover,125.0,9,17010.0,65.0,1,12.5,25000
Yamaha,FZS,150.0,4,58.0,58.0,1,13.0,60000
KTM,Duke,200.0,5,23000.0,35.0,1,24.6,95000
Royal-Enfield,Classic,350.0,6,13452.0,35.0,1,19.8,95000
TVS,Sport,100.0,7,75000.0,95.0,1,7.4,20000
Bajaj,Dominar,400.0,4,28.0,28.0,1,34.5,100000
Yamaha,FZs,150.0,10,33000.0,45.0,2,13.0,22000
Bajaj,V12,125.0,5,70000.0,57.0,1,10.6,60000
Royal-Enfield,Classic,350.0,2,270839.0,35.0,1,19.8,190000
Bajaj,Avenger,220.0,4,25000.0,40.0,1,19.0,68000
Bajaj,Pulsar,200.0,3,35.0,35.0,1,24.5,123000
Royal-Enfield,Bullet,350.0,6,23958.0,35.0,1,19.8,99100
Harley-Davidson,Street,750.0,7,6000.0,20.0,1,47.0,380700
Hero,Karizma,223.0,9,1922.0,48.0,1,20.0,30000
Hero,Honda,100.0,10,2897.0,45.0,1,6.15,12000
Hero,Splendor,100.0,11,35778.0,81.0,1,8.2,18000
Honda,CBR,250.0,7,38.0,38.0,1,26.15,69000
Bajaj,Pulsar,200.0,5,35.0,35.0,1,24.5,90000
Royal-Enfield,Classic,350.0,2,5000.0,35.0,1,19.8,155000
Royal-Enfield,Classic,350.0,3,8000.0,35.0,1,19.8,140000
Royal-Enfield,Classic,350.0,5,13000.0,35.0,1,19.8,120000
Royal-Enfield,Classic,350.0,3,13000.0,35.0,1,19.8,150000
Royal-Enfield,Thunderbird,350.0,2,8000.0,40.0,1,19.8,140000
Bajaj,Avenger,220.0,3,4060.0,53.0,1,19.0,80000
Royal-Enfield,Himalayan,410.0,4,21749.0,32.0,1,24.5,145000
Bajaj,Pulsar,220.0,5,15000.0,38.0,2,21.0,49500
Yamaha,FZ25,250.0,4,25000.0,43.0,1,20.3,85000
KTM,RC,390.0,4,10000.0,26.0,1,42.3,230000
Royal-Enfield,Classic,500.0,4,9400.0,35.0,1,27.2,145700
Royal-Enfield,Classic,350.0,2,1480.0,35.0,1,19.8,138500
Honda,CBR,150.0,7,14600.0,38.0,1,18.28,59000
TVS,Apache,310.0,3,11000.0,22.0,1,33.0,210000
Royal-Enfield,Himalayan,410.0,5,9000.0,32.0,1,24.5,120000
Bajaj,Discover,150.0,7,70.0,70.0,1,13.0,20000
Bajaj,Pulsar,150.0,8,65.0,65.0,1,14.85,32000
Bajaj,Avenger,150.0,5,33500.0,50.0,1,14.3,48000
Bajaj,Platina,100.0,10,104.0,10.0,1,8.2,15000
Royal-Enfield,Classic,350.0,2,4000.0,35.0,1,19.8,150000
Bajaj,Platina,100.0,2,104.0,10.0,1,8.2,39000
KTM,Duke,390.0,7,22500.0,25.0,2,44.0,120000
TVS,Sport,100.0,6,10649.0,95.0,1,7.4,20000
Bajaj,Pulsar,220.0,4,5000.0,38.0,1,21.0,70000
TVS,Apache,160.0,5,60.0,60.0,3,15.2,41000
Yamaha,YZF-R15,150.0,5,26925.0,42.0,1,16.0,65000
Yamaha,SZ,150.0,5,38073.0,55.0,1,12.0,50000
KTM,Duke,200.0,5,7900.0,35.0,1,24.6,100000
Royal-Enfield,Bullet,350.0,5,6384.0,40.0,1,19.8,105200
Mahindra,Mojo,300.0,3,6000.0,0.0,1,22.5,105000
Yamaha,YZF-R15,150.0,3,3500.0,42.0,1,16.0,103522
Bajaj,Avenger,220.0,2,23000.0,45.0,1,14.3,95000
Bajaj,Discover,125.0,14,81481.0,65.0,1,12.5,10000
Bajaj,Pulsar,200.0,3,42.0,42.0,1,23.2,95000
Honda,CB,160.0,5,52.0,52.0,1,15.44,55000
Bajaj,Dominar,400.0,3,28.0,28.0,1,34.5,138000
Royal-Enfield,Continental,535.0,4,7582.0,26.0,1,29.1,135000
Bajaj,Avenger,220.0,5,40000.0,53.0,1,19.0,47100
Hero,CD,100.0,4,25000.0,65.0,1,7.7,18000
Bajaj,Avenger,180.0,3,7000.0,45.0,1,15.3,70000
Bajaj,Avenger,220.0,3,8969.0,35.0,1,19.0,85000
Bajaj,Avenger,180.0,2,6903.0,45.0,1,15.3,65000
Hero,Karizma,223.0,13,43509.0,40.0,1,17.0,20000
Hero,Karizma,223.0,11,60000.0,40.0,3,17.0,30000
Hero,Karizma,223.0,14,50000.0,40.0,1,17.0,16400
TVS,Apache,200.0,3,40.0,40.0,1,20.23,75500
Bajaj,Pulsar,200.0,7,44000.0,40.0,1,24.2,50000
Bajaj,Pulsar,200.0,8,35.0,35.0,1,23.19,50372
Hyosung,GT,650.0,4,2500.0,23.0,1,72.68,340000
Kawasaki,ER-6n,650.0,6,4000.0,17.0,2,71.0,315000
Bajaj,Avenger,220.0,9,27000.0,40.0,1,19.0,45000
KTM,RC,200.0,7,51000.0,35.0,1,25.0,95000
Bajaj,Avenger,180.0,3,10000.0,45.0,1,15.3,70000
Bajaj,Pulsar,220.0,11,34304.0,38.0,1,21.0,20000
Bajaj,V15,150.0,3,15047.0,57.0,1,11.8,35500
Bajaj,V15,150.0,5,12315.0,57.0,1,11.8,31000
Royal-Enfield,Classic,350.0,6,16700.0,35.0,1,19.8,113500
KTM,RC,200.0,4,18000.0,35.0,1,25.1,140000
Royal-Enfield,Bullet,350.0,6,20758.0,35.0,1,19.8,78000
Bajaj,Platina,110.0,2,4500.0,0.0,1,8.6,49000
Yamaha,FZ16,150.0,11,58.0,58.0,1,13.0,18000
Bajaj,Avenger,150.0,4,44507.0,45.0,1,14.3,59000
Royal-Enfield,Thunderbird,350.0,4,7800.0,40.0,1,19.8,130000
Honda,CB,150.0,16,60.0,60.0,1,14.0,9000
Hero,Glamour,125.0,11,13500.0,55.0,1,8.9,14000
Bajaj,Pulsar,160.0,1,21000.0,0.0,1,17.03,120000
Hyosung,Aquila,650.0,6,9000.0,16.0,1,74.0,300000
Royal-Enfield,Himalayan,410.0,3,9500.0,32.0,1,24.5,150000
Honda,CB,125.0,8,65.0,65.0,2,10.0,28000
Bajaj,Pulsar,200.0,7,20000.0,40.0,1,24.2,54000
TVS,Star,110.0,4,46823.0,85.0,1,8.2,37000
TVS,Apache,160.0,3,13300.0,0.0,1,16.1,60000
Yamaha,FZs,150.0,7,38554.0,45.0,1,13.0,25000
Bajaj,Pulsar,180.0,6,48000.0,45.0,1,17.0,36000
TVS,Star,100.0,11,49730.0,95.0,1,7.4,8100
Bajaj,Platina,100.0,4,104.0,10.0,1,8.2,28500
Suzuki,Gixxer,150.0,3,11000.0,40.0,1,14.6,80000
BMW,G,310.0,3,5000.0,0.0,1,33.0,272100
Honda,CB,125.0,7,65.0,65.0,2,10.0,21900
Bajaj,Avenger,220.0,7,32000.0,40.0,1,19.0,26333
KTM,RC,390.0,6,8000.0,26.0,1,43.0,159500
Hyosung,GT650R,650.0,6,5000.0,20.0,1,72.68,390000
Bajaj,Avenger,220.0,6,37500.0,40.0,1,19.0,45000
Yamaha,YZF-R15,150.0,8,63371.0,42.0,1,16.7,48000
Yamaha,FZs,150.0,9,61200.0,45.0,2,13.0,31400
Yamaha,FZs,150.0,9,37000.0,45.0,1,13.0,37000
Yamaha,FZs,150.0,9,58000.0,45.0,3,13.0,30000
Bajaj,Pulsar,180.0,5,31000.0,65.0,1,17.0,39000
Honda,CB,160.0,3,52.0,52.0,1,15.44,95000
Royal-Enfield,Thunderbird,350.0,6,29000.0,40.0,1,19.8,125000
KTM,RC,200.0,6,56000.0,35.0,1,25.0,137500
Royal-Enfield,Himalayan,410.0,5,1500.0,32.0,1,24.5,153300
Honda,CBR,250.0,4,38.0,38.0,1,26.15,150000
Hero,CD,100.0,15,49000.0,65.0,1,7.7,8600
Honda,CBR,150.0,7,25385.0,38.0,1,18.28,55000
Bajaj,Avenger,150.0,5,36000.0,50.0,1,14.3,52000
Bajaj,Pulsar,200.0,5,35.0,35.0,2,24.5,95000
Yamaha,YZF-R15,150.0,3,15000.0,0.0,1,18.7,128000
Bajaj,Platina,125.0,9,82.0,82.0,1,8.56,18600
Bajaj,Pulsar,150.0,9,65.0,65.0,1,14.85,30000
Kawasaki,Ninja,650.0,7,30000.0,21.0,2,67.2,300000
Honda,CB,125.0,13,65.0,65.0,2,10.0,30000
TVS,Apache,160.0,1,60.0,60.0,1,15.2,87900
Royal-Enfield,Bullet,350.0,5,21708.0,37.0,1,19.8,93000
Royal-Enfield,Classic,350.0,3,14700.0,35.0,1,19.8,165000
Bajaj,Pulsar,150.0,10,65.0,65.0,1,14.85,35000
Honda,Dream,110.0,8,84.0,84.0,1,8.25,32000
Honda,Dream,110.0,5,84.0,84.0,1,8.25,39100
Suzuki,Gixxer,250.0,2,8000.0,0.0,1,26.1,140000
Hero,Xpulse,200.0,2,3400.0,0.0,1,18.1,95000
Benelli,TNT,600.0,3,11500.0,19.0,2,82.7,475000
Bajaj,Avenger,220.0,5,38800.0,53.0,1,19.0,50900
Royal-Enfield,Thunderbird,350.0,2,2000.0,40.0,1,19.8,148000
Royal-Enfield,Classic,350.0,1,1900.0,35.0,1,19.1,200000
Suzuki,Gixxer,150.0,3,25000.0,63.0,1,14.0,65000
Kawasaki,Ninja,1000.0,3,9500.0,15.0,2,140.0,825000
Bajaj,Avenger,220.0,4,15000.0,35.0,1,19.0,75000
Bajaj,V15,150.0,3,15510.0,57.0,1,11.8,33000
Yamaha,Fazer,150.0,11,45.0,45.0,1,13.0,50000
Honda,CB,125.0,12,65.0,65.0,1,10.0,30000
Bajaj,Pulsar,200.0,6,35.0,35.0,1,24.16,66000
Bajaj,Pulsar,200.0,5,35.0,35.0,1,24.5,75000
Honda,CBF,125.0,12,65.0,65.0,1,11.0,16000
Yamaha,SS,125.0,9,68.0,68.0,1,10.7,20000
Bajaj,Pulsar,160.0,3,40000.0,0.0,1,15.5,63600
Bajaj,Pulsar,220.0,6,65000.0,38.0,1,21.0,75000
Honda,CB,160.0,4,52.0,52.0,1,13.82,70000
TVS,Apache,310.0,3,3500.0,22.0,1,33.0,185000
Honda,CB,125.0,5,65.0,65.0,1,10.0,50000
TVS,Apache,160.0,3,9385.0,0.0,1,16.1,61000
Ducati,Panigale,959.0,3,289.0,17.0,1,154.85,1070500
Kawasaki,Ninja,400.0,2,190.0,0.0,1,47.5,300000
KTM,RC,390.0,4,17500.0,26.0,1,42.3,145000
Hero,Karizma,223.0,9,25000.0,40.0,1,17.0,40000
Royal-Enfield,Bullet,350.0,1,37.0,37.0,1,19.8,175000
Hero,Passion,100.0,8,21000.0,5.0,1,8.2,42000
Royal-Enfield,Classic,350.0,4,11000.0,35.0,2,19.8,130000
Yamaha,Fazer,150.0,7,45.0,45.0,1,13.0,400000
Hero,Splendor,100.0,4,55000.0,81.0,1,8.2,45000
TVS,Apache,180.0,3,45.0,45.0,1,17.3,58000
Bajaj,Pulsar,200.0,7,35.0,35.0,2,23.19,65000
Hero,Passion,100.0,4,15000.0,5.0,1,8.2,57500
Hero,Xpulse,200.0,2,11732.0,0.0,1,18.1,105000
Yamaha,FZs,150.0,4,14000.0,45.0,1,13.0,68000
Bajaj,V15,150.0,3,5984.0,57.0,1,11.8,52000
Royal-Enfield,Himalayan,410.0,5,14000.0,32.0,1,24.5,130000
Bajaj,Pulsar,200.0,2,35.0,35.0,1,24.5,90000
Bajaj,Discover,125.0,9,26356.0,65.0,2,12.5,28000
Harley-Davidson,Street,750.0,6,1700.0,20.0,1,47.0,275000
Harley-Davidson,Street,750.0,6,15000.0,20.0,1,47.0,320000
Bajaj,Discover,100.0,8,80.0,80.0,1,7.7,30000
Benelli,TNT,600.0,3,10800.0,19.0,1,82.7,425000
Royal-Enfield,Classic,500.0,5,7700.0,32.0,1,27.2,127900
Honda,H’ness,350.0,1,3500.0,45.0,1,20.78,228250
Royal-Enfield,Classic,350.0,2,6300.0,35.0,1,19.8,186750
KTM,RC,200.0,4,13000.0,35.0,1,25.1,145250
Bajaj,Dominar,400.0,2,28.0,28.0,1,34.5,190000
KTM,Duke,200.0,1,1200.0,35.0,1,24.6,197125
Hero,CD,100.0,15,67500.0,65.0,1,7.7,11500
Royal-Enfield,Classic,350.0,6,21000.0,35.0,1,19.8,95000
Bajaj,Pulsar,150.0,12,65.0,65.0,2,14.85,12000
Hero,Splendor,100.0,14,90000.0,81.0,1,8.2,12200
Kawasaki,Ninja,300.0,7,32000.0,25.0,2,39.0,230000
Royal-Enfield,Bullet,350.0,10,55000.0,40.0,1,19.8,82000
Royal-Enfield,Thunderbird,350.0,7,19700.0,40.0,1,19.8,80000
Hero,Splendor,100.0,13,31000.0,45.0,1,6.15,17000
Bajaj,Pulsar,150.0,9,65.0,65.0,1,14.85,25000
Bajaj,Pulsar,160.0,3,18000.0,0.0,1,15.5,75000
Bajaj,Platina,110.0,1,1600.0,84.0,1,8.44,67900
Yamaha,FZ,150.0,5,58.0,58.0,1,13.0,55000
Royal-Enfield,Bullet,350.0,7,22000.0,40.0,1,19.8,78500
Yamaha,Fazer,150.0,11,45.0,45.0,1,13.0,14000
Hero,Splendor,100.0,7,12500.0,81.0,1,8.2,25800
Bajaj,Pulsar,180.0,3,65000.0,65.0,4,17.0,26800
Royal-Enfield,Himalayan,410.0,5,7300.0,32.0,1,24.5,150000
Hero,Splendor,100.0,6,11000.0,81.0,1,8.2,40000
Bajaj,Pulsar,180.0,9,20000.0,45.0,1,17.0,26900
Honda,CBR,250.0,5,38.0,38.0,1,26.15,150000
Harley-Davidson,Street,750.0,5,14000.0,20.0,1,47.0,358900
Harley-Davidson,1200,1200.0,2,130.0,18.0,1,67.7,1050000
Bajaj,Pulsar,150.0,6,31000.0,53.0,2,16.8,42000
KTM,RC,390.0,4,13000.0,26.0,1,42.3,145000
Hero,Splendor,100.0,14,70000.0,45.0,1,6.15,17000
Bajaj,XCD,125.0,12,25000.0,60.0,1,9.4,16000
Hero,Passion,100.0,6,16754.0,84.0,1,8.2,24700
Hero,Hunk,150.0,8,12500.0,53.0,1,14.0,30000
TVS,Sport,100.0,8,14736.0,95.0,1,7.4,17500
Hero,Ignitor,125.0,9,450.0,55.0,1,11.0,62000
Kawasaki,Z1000,1000.0,5,9800.0,15.0,1,139.0,1078000
Bajaj,Pulsar,200.0,3,35.0,35.0,1,24.5,105000
TVS,Apache,180.0,9,45.0,45.0,1,17.2,50000
Honda,CD,110.0,2,84.0,84.0,1,8.31,45000
Royal-Enfield,Thunderbird,350.0,6,12000.0,40.0,1,19.8,115000
Royal-Enfield,Thunderbird,350.0,4,5000.0,40.0,1,19.8,130000
Royal-Enfield,Thunderbird,350.0,4,9000.0,40.0,1,19.8,125000
Royal-Enfield,Electra,350.0,6,19500.0,37.0,1,19.0,105000
Bajaj,XCD,125.0,14,26000.0,60.0,1,9.4,15000
Triumph,Bonneville,120.0,4,4800.0,18.0,2,78.9,700000
Royal-Enfield,Himalayan,410.0,4,12000.0,32.0,1,24.5,150000
Honda,CB,125.0,6,65.0,65.0,1,10.0,30000
Harley-Davidson,Iron,883.0,6,10000.0,20.0,1,50.0,596562
KTM,Duke,250.0,3,3100.0,0.0,1,29.6,150000
Suzuki,GSX-R,1000.0,10,18500.0,12.0,1,160.0,810000
